Tietuetunnus,Ajopäivämäärä,Postinumero,Postinumeron nimi suomeksi,Postinumeron nimi ruotsiksi,Postinumeron nimen lyhenne suomeksi,Postinumeron nimen lyhenne ruotsiksi,Voimaantulopäivämäärä,Tyyppikoodi,Hallinnollisen alueen koodi ,Hallinnollisen alueen nimi suomeksi,Hallinnollisen alueen ruotsiksi,Kunnan koodi,Kunnan nimi suomeksi,Kunnan nimi ruotsiksi,Kunnan kielisuhdekoodi
PONOT,20200721,40340,JYVÄSKYLÄ,JYVÄSKYLÄ,JKL,,19860101,1,FI193,Keski-Suomi,Mellersta Finland,179,Jyväskylä,Jyväskylä,1
PONOT,20200721,58690,ALA-SÄRKILAHTI,ALA-SÄRKILAHTI,ALA-SÄRKILH,,19860101,1,FI1D1,Etelä-Savo,Södra Savolax,740,Savonlinna,Nyslott,1
PONOT,20200721,88600,SOTKAMO,SOTKAMO,,,19970109,1,FI1D4,Kainuu,Kajanaland,765,Sotkamo,Sotkamo,1
PONOT,20200721,92130,RAAHE,RAAHE,,,19960701,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,678,Raahe,Brahestad,1
PONOT,20200721,95615,PEKANPÄÄ,PEKANPÄÄ,,,19860101,1,FI1D7,Lappi,Lappland,976,Ylitornio,Övertorneå,1
PONOT,20200721,98810,LUNKKAUS,LUNKKAUS,,,19860101,1,FI1D7,Lappi,Lappland,742,Savukoski,Savukoski,1
PONOT,20200721,00017,FENNIA,FENNIA,,,20030801,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,00052,VERO,SKATT,,,20040127,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,16200,ARTJÄRVI,ARTJÄRVI,,,19961201,1,FI1C3,Päijät-Häme,Päijänne-Tavastland,560,Orimattila,Orimattila,1
PONOT,20200721,21880,PÖYTYÄ,PÖYTYÄ,,,19890201,1,FI1C1,Varsinais-Suomi,Egentliga Finland,636,Pöytyä,Pöytyä,1
PONOT,20200721,26740,VASARAINEN,VASARAINEN,,,19961216,1,FI196,Satakunta,Satakunda,684,Rauma,Raumo,1
PONOT,20200721,27400,KIUKAINEN,KIUKAINEN,,,19770505,1,FI196,Satakunta,Satakunda,050,Eura,Eura,1
PONOT,20200721,31610,VAULAMMI,VAULAMMI,,,19860101,1,FI1C2,Kanta-Häme,Egentliga Tavastland,169,Jokioinen,Jockis,1
PONOT,20200721,34430,KEKKONEN,KEKKONEN,,,19860101,1,FI197,Pirkanmaa,Birkaland,702,Ruovesi,Ruovesi,1
PONOT,20200721,52920,VOIKOSKI,VOIKOSKI,,,19881101,1,FI1D1,Etelä-Savo,Södra Savolax,507,Mäntyharju,Mäntyharju,1
PONOT,20200721,53810,LAPPEENRANTA,LAPPEENRANTA,LPR,,19970407,1,FI1C5,Etelä-Karjala,Södra Karelen,405,Lappeenranta,Villmanstrand,1
PONOT,20200721,59320,HAAPAOJA,HAAPAOJA,,,19860101,1,FI1C5,Etelä-Karjala,Södra Karelen,580,Parikkala,Parikkala,1
PONOT,20200721,62640,SAVONKYLÄ,SAVONKYLÄ,,,19880701,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,403,Lappajärvi,Lappajärvi,1
PONOT,20200721,77350,MONTOLA,MONTOLA,,,19960201,1,FI1D1,Etelä-Savo,Södra Savolax,593,Pieksämäki,Pieksämäki,1
PONOT,20200721,82180,HUHTILAMPI,HUHTILAMPI,,,19860101,1,FI1D3,Pohjois-Karjala,Norra Karelen,167,Joensuu,Joensuu,1
PONOT,20200721,86470,LUMIMETSÄ,LUMIMETSÄ,,,19860101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,678,Raahe,Brahestad,1
PONOT,20200721,88930,LENTIIRA,LENTIIRA,,,19961022,1,FI1D4,Kainuu,Kajanaland,290,Kuhmo,Kuhmo,1
PONOT,20200721,92520,SIPOLA,SIPOLA,,,19860101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,791,Siikalatva,Siikalatva,1
PONOT,20200721,95790,LAMPSIJÄRVI,LAMPSIJÄRVI,,,19860101,1,FI1D7,Lappi,Lappland,854,Pello,Pello,1
PONOT,20200721,01900,NURMIJÄRVI,NURMIJÄRVI,,,19881001,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,543,Nurmijärvi,Nurmijärvi,1
PONOT,20200721,05470,HYVINKÄÄ,HYVINKÄÄ,HVNK,,19860101,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,106,Hyvinkää,Hyvinge,1
PONOT,20200721,12401,TERVAKOSKI,TERVAKOSKI,,,19961218,2,FI1C2,Kanta-Häme,Egentliga Tavastland,165,Janakkala,Janakkala,1
PONOT,20200721,16630,TENNILÄ,TENNILÄ,,,19871101,1,FI1C3,Päijät-Häme,Päijänne-Tavastland,098,Hollola,Hollola,1
PONOT,20200721,38270,SASTAMALA,SASTAMALA,,,20090101,1,FI197,Pirkanmaa,Birkaland,790,Sastamala,Sastamala,1
PONOT,20200721,41490,NIEMISJÄRVI,NIEMISJÄRVI,,,19970206,1,FI193,Keski-Suomi,Mellersta Finland,077,Hankasalmi,Hankasalmi,1
PONOT,20200721,60150,SEINÄJOKI,SEINÄJOKI,SJK,,19961101,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,743,Seinäjoki,Seinäjoki,1
PONOT,20200721,62940,HOISKO,HOISKO,,,19960601,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,005,Alajärvi,Alajärvi,1
PONOT,20200721,72211,TERVO,TERVO,,,19970101,2,FI1D2,Pohjois-Savo,Norra Savolax,844,Tervo,Tervo,1
PONOT,20200721,82460,HUMMOVAARA,HUMMOVAARA,,,19880101,1,FI1D3,Pohjois-Karjala,Norra Karelen,260,Kitee,Kitee,1
PONOT,20200721,82760,HOILOLA,HOILOLA,,,19860101,1,FI1D3,Pohjois-Karjala,Norra Karelen,167,Joensuu,Joensuu,1
PONOT,20200721,01260,VANTAA,VANDA,,,19960915,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,092,Vantaa,Vanda,2
PONOT,20200721,06100,PORVOO,BORGÅ,PRV,BGÅ,19860101,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,638,Porvoo,Borgå,2
PONOT,20200721,13130,HÄMEENLINNA,HÄMEENLINNA,HML,,19960127,1,FI1C2,Kanta-Häme,Egentliga Tavastland,109,Hämeenlinna,Tavastehus,1
PONOT,20200721,17240,KALKKINEN,KALKKINEN,,,19960129,1,FI1C3,Päijät-Häme,Päijänne-Tavastland,016,Asikkala,Asikkala,1
PONOT,20200721,34140,MUTALA,MUTALA,,,19880506,1,FI197,Pirkanmaa,Birkaland,980,Ylöjärvi,Ylöjärvi,1
PONOT,20200721,38701,KANKAANPÄÄ,KANKAANPÄÄ,,,19970205,2,FI196,Satakunta,Satakunda,214,Kankaanpää,Kankaanpää,1
PONOT,20200721,41840,MOKSI,MOKSI,,,19860101,1,FI193,Keski-Suomi,Mellersta Finland,179,Jyväskylä,Jyväskylä,1
PONOT,20200721,46801,MYLLYKOSKI,MYLLYKOSKI,,,20090701,2,FI1C4,Kymenlaakso,Kymmenedalen,286,Kouvola,Kouvola,1
PONOT,20200721,51810,MAIVALA,MAIVALA,,,19860101,1,FI1D1,Etelä-Savo,Södra Savolax,178,Juva,Juva,1
PONOT,20200721,66440,TERVAJOKI,TERVAJOKI,,,19970908,1,FI195,Pohjanmaa,Österbotten,152,Isokyrö,Storkyro,1
PONOT,20200721,70781,KUOPIO,KUOPIO,,,19961118,2,FI1D2,Pohjois-Savo,Norra Savolax,297,Kuopio,Kuopio,1
PONOT,20200721,79140,KOTALAHTI,KOTALAHTI,,,19860101,1,FI1D2,Pohjois-Savo,Norra Savolax,420,Leppävirta,Leppävirta,1
PONOT,20200721,01490,VANTAA,VANDA,,,19881101,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,092,Vantaa,Vanda,2
PONOT,20200721,04251,KERAVA,KERAVA,,,19960812,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,245,Kerava,Kervo,1
PONOT,20200721,28610,PORI,PORI,PR,,19881101,1,FI196,Satakunta,Satakunda,609,Pori,Björneborg,1
PONOT,20200721,32760,SUTTILA,SUTTILA,,,19890201,1,FI196,Satakunta,Satakunda,102,Huittinen,Huittinen,1
PONOT,20200721,33230,TAMPERE,TAMPERE,TRE,,19881101,1,FI197,Pirkanmaa,Birkaland,837,Tampere,Tammerfors,1
PONOT,20200721,42330,HAAVISTO,HAAVISTO,,,19970401,1,FI193,Keski-Suomi,Mellersta Finland,182,Jämsä,Jämsä,1
PONOT,20200721,47401,KAUSALA,KAUSALA,,,19970122,2,FI1C4,Kymenlaakso,Kymmenedalen,142,Iitti,Iitti,1
PONOT,20200721,52301,RISTIINA,RISTIINA,,,19951115,2,FI1D1,Etelä-Savo,Södra Savolax,491,Mikkeli,S:t Michel,1
PONOT,20200721,66660,BERTBY,BERTBY,,,19861001,1,FI195,Pohjanmaa,Österbotten,946,Vöyri,Vörå,2
PONOT,20200721,66930,KOVJOKI,KOVJOKI,,,19990331,1,FI195,Pohjanmaa,Österbotten,893,Uusikaarlepyy,Nykarleby,2
PONOT,20200721,71310,VEHMERSALMI,VEHMERSALMI,,,19860101,1,FI1D2,Pohjois-Savo,Norra Savolax,297,Kuopio,Kuopio,1
PONOT,20200721,90520,OULU,OULU,OU,,19881101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,564,Oulu,Uleåborg,1
PONOT,20200721,94720,KEMI,KEMI,KM,,19900101,1,FI1D7,Lappi,Lappland,240,Kemi,Kemi,1
PONOT,20200721,97645,JUUJÄRVI,JUUJÄRVI,,,19860101,1,FI1D7,Lappi,Lappland,320,Kemijärvi,Kemijärvi,1
PONOT,20200721,19430,PERTUNMAA,PERTUNMAA,,,19881101,1,FI1D1,Etelä-Savo,Södra Savolax,588,Pertunmaa,Pertunmaa,1
PONOT,20200721,20811,TURKU,ÅBO,,,19951101,2,FI1C1,Varsinais-Suomi,Egentliga Finland,853,Turku,Åbo,2
PONOT,20200721,25190,PERTTELI,PERTTELI,,,19970317,1,FI1C1,Varsinais-Suomi,Egentliga Finland,734,Salo,Salo,1
PONOT,20200721,29100,LUVIA,LUVIA,,,20010521,1,FI196,Satakunta,Satakunda,051,Eurajoki,Euraåminne,1
PONOT,20200721,37121,NOKIA,NOKIA,,,19951031,2,FI197,Pirkanmaa,Birkaland,536,Nokia,Nokia,1
PONOT,20200721,51201,KANGASNIEMI,KANGASNIEMI,,,19951115,2,FI1D1,Etelä-Savo,Södra Savolax,213,Kangasniemi,Kangasniemi,1
PONOT,20200721,56140,ÄITSAARI,ÄITSAARI,,,19891231,1,FI1C5,Etelä-Karjala,Södra Karelen,700,Ruokolahti,Ruokolahti,1
PONOT,20200721,57130,SAVONLINNA,SAVONLINNA,SLN,,19970526,1,FI1D1,Etelä-Savo,Södra Savolax,740,Savonlinna,Nyslott,1
PONOT,20200721,64370,MYRKKY,MYRKKY,,,20051216,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,218,Karijoki,Bötom,1
PONOT,20200721,68500,KRUUNUPYY,KRONOBY,,,19881101,1,FI195,Pohjanmaa,Österbotten,288,Kruunupyy,Kronoby,2
PONOT,20200721,70211,KUOPIO,KUOPIO,,,19961210,2,FI1D2,Pohjois-Savo,Norra Savolax,297,Kuopio,Kuopio,1
PONOT,20200721,83830,HUKKALA,HUKKALA,,,19880101,1,FI1D3,Pohjois-Karjala,Norra Karelen,607,Polvijärvi,Polvijärvi,1
PONOT,20200721,90600,OULU,OULU,,,20090930,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,564,Oulu,Uleåborg,1
PONOT,20200721,02820,ESPOO,ESBO,,,19880101,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200721,07980,KUNINKAANKYLÄ,KUNGSBÖLE,KUNINKAANKL,,19870501,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,434,Loviisa,Lovisa,2
PONOT,20200721,14810,TUULOS,TUULOS,,,19860101,1,FI1C2,Kanta-Häme,Egentliga Tavastland,109,Hämeenlinna,Tavastehus,1
PONOT,20200721,43720,KUMPULAINEN,KUMPULAINEN,,,19970601,1,FI193,Keski-Suomi,Mellersta Finland,312,Kyyjärvi,Kyyjärvi,1
PONOT,20200721,58175,ENONKOSKI,ENONKOSKI,,,19881101,1,FI1D1,Etelä-Savo,Södra Savolax,046,Enonkoski,Enonkoski,1
PONOT,20200721,66295,TÖJBY,TÖJBY,,,19861001,1,FI195,Pohjanmaa,Österbotten,545,Närpiö,Närpes,4
PONOT,20200721,66510,MERIKAARTO,MERIKART,,,20150131,1,FI195,Pohjanmaa,Österbotten,905,Vaasa,Vasa,2
PONOT,20200721,85820,OKSAVA,OKSAVA,,,20000322,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,069,Haapajärvi,Haapajärvi,1
PONOT,20200721,90101,OULU,OULU,,,19900101,2,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,564,Oulu,Uleåborg,1
PONOT,20200721,93220,LIVO,LIVO,,,19860101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,615,Pudasjärvi,Pudasjärvi,1
PONOT,20200721,01351,VANTAA,VANDA,,,19881101,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,092,Vantaa,Vanda,2
PONOT,20200721,20540,TURKU,ÅBO,TKU,,19881101,1,FI1C1,Varsinais-Suomi,Egentliga Finland,853,Turku,Åbo,2
PONOT,20200721,28370,PORI,PORI,PR,,19970505,1,FI196,Satakunta,Satakunda,609,Pori,Björneborg,1
PONOT,20200721,49930,VAALIMAA,VAALIMAA,,,19970224,1,FI1C4,Kymenlaakso,Kymmenedalen,935,Virolahti,Virolahti,1
PONOT,20200721,61440,UNTAMALA,UNTAMALA,,,19860101,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,743,Seinäjoki,Seinäjoki,1
PONOT,20200721,86360,ILVESKORPI,ILVESKORPI,,,19860101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,678,Raahe,Brahestad,1
PONOT,20200721,94101,KEMI,KEMI,,,19951102,2,FI1D7,Lappi,Lappland,240,Kemi,Kemi,1
PONOT,20200721,97470,ALAKYLÄ,ALAKYLÄ,,,19961101,1,FI1D7,Lappi,Lappland,261,Kittilä,Kittilä,1
PONOT,20200721,06151,PORVOO,BORGÅ,,,19891231,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,638,Porvoo,Borgå,2
PONOT,20200721,07700,KOSKENKYLÄN SAHA,FORSBY SÅG,KOSKENKYLÄ S,,19970505,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,434,Loviisa,Lovisa,2
PONOT,20200721,13900,PEKOLA,PEKOLA,,,19860101,1,FI1C2,Kanta-Häme,Egentliga Tavastland,082,Hattula,Hattula,1
PONOT,20200721,20800,TURKU,ÅBO,TKU,,19881101,1,FI1C1,Varsinais-Suomi,Egentliga Finland,853,Turku,Åbo,2
PONOT,20200721,25160,TUOHITTU,TUOHITTU,,,19860101,1,FI1C1,Varsinais-Suomi,Egentliga Finland,734,Salo,Salo,1
PONOT,20200721,28880,PORI,PORI,PR,,19881101,1,FI196,Satakunta,Satakunda,609,Pori,Björneborg,1
PONOT,20200721,50770,KORPIKOSKI,KORPIKOSKI,,,19880101,1,FI1D1,Etelä-Savo,Södra Savolax,491,Mikkeli,S:t Michel,1
PONOT,20200721,56101,RUOKOLAHTI,RUOKOLAHTI,,,19960308,2,FI1C5,Etelä-Karjala,Södra Karelen,700,Ruokolahti,Ruokolahti,1
PONOT,20200721,61760,ILVESJOKI,ILVESJOKI,,,19860101,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,301,Kurikka,Kurikka,1
PONOT,20200721,70200,KUOPIO,KUOPIO,KUO,,19860101,1,FI1D2,Pohjois-Savo,Norra Savolax,297,Kuopio,Kuopio,1
PONOT,20200721,73901,RAUTAVAARA,RAUTAVAARA,,,19970101,2,FI1D2,Pohjois-Savo,Norra Savolax,687,Rautavaara,Rautavaara,1
PONOT,20200721,79830,PALOKKI,PALOKKI,,,19960513,1,FI1D1,Etelä-Savo,Södra Savolax,090,Heinävesi,Heinävesi,1
PONOT,20200721,80161,JOENSUU,JOENSUU,,,19960401,2,FI1D3,Pohjois-Karjala,Norra Karelen,167,Joensuu,Joensuu,1
PONOT,20200721,83780,HORSMANAHO,HORSMANAHO,,,19960806,1,FI1D3,Pohjois-Karjala,Norra Karelen,607,Polvijärvi,Polvijärvi,1
PONOT,20200721,90571,OULU,OULU,,,19881101,2,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,564,Oulu,Uleåborg,1
PONOT,20200721,02781,ESPOO,ESBO,,,19881101,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200721,03400,VIHTI,VIHTI,,,20051216,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,927,Vihti,Vichtis,1
PONOT,20200721,07955,TESJOKI,TESSJÖ,,,19870501,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,434,Loviisa,Lovisa,2
PONOT,20200721,19730,SÄRKILAMPI,SÄRKILAMPI,,,19860101,1,FI1C3,Päijät-Häme,Päijänne-Tavastland,781,Sysmä,Sysmä,1
PONOT,20200721,39590,TEVANIEMI,TEVANIEMI,,,19860101,1,FI197,Pirkanmaa,Birkaland,143,Ikaalinen,Ikalis,1
PONOT,20200721,43660,VASTINKI,VASTINKI,,,19860101,1,FI193,Keski-Suomi,Mellersta Finland,226,Karstula,Karstula,1
PONOT,20200721,57101,SAVONLINNA,SAVONLINNA,,,19960229,2,FI1D1,Etelä-Savo,Södra Savolax,740,Savonlinna,Nyslott,1
PONOT,20200721,58150,MAKKOLA,MAKKOLA,,,19860101,1,FI1D1,Etelä-Savo,Södra Savolax,740,Savonlinna,Nyslott,1
PONOT,20200721,62130,HELLANMAA,HELLANMAA,,,19860101,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,408,Lapua,Lappo,1
PONOT,20200721,64770,ÄYSTÖ,ÄYSTÖ,,,19860101,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,846,Teuva,Östermark,1
PONOT,20200721,74740,AITTOJÄRVI,AITTOJÄRVI,,,19960201,1,FI1D2,Pohjois-Savo,Norra Savolax,263,Kiuruvesi,Kiuruvesi,1
PONOT,20200721,81100,KONTIOLAHTI,KONTIOLAHTI,KONTIOLH,,19881101,1,FI1D3,Pohjois-Karjala,Norra Karelen,276,Kontiolahti,Kontiolahti,1
PONOT,20200721,99520,SEIPÄJÄRVI,SEIPÄJÄRVI,,,19860101,1,FI1D7,Lappi,Lappland,758,Sodankylä,Sodankylä,1
PONOT,20200721,00360,HELSINKI,HELSINGFORS,HKI,HFORS,19881101,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,00531,HELSINKI,HELSINGFORS,,,19881001,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,02170,ESPOO,ESBO,,,19980601,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200721,09120,KARJALOHJA,KARJALOHJA,,,20051216,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,444,Lohja,Lojo,2
PONOT,20200721,15200,LAHTI,LAHTI,LH,,19960617,1,FI1C3,Päijät-Häme,Päijänne-Tavastland,398,Lahti,Lahtis,1
PONOT,20200721,36601,PÄLKÄNE,PÄLKÄNE,,,19950828,2,FI197,Pirkanmaa,Birkaland,635,Pälkäne,Pälkäne,1
PONOT,20200721,40521,JYVÄSKYLÄ,JYVÄSKYLÄ,,,19950829,2,FI193,Keski-Suomi,Mellersta Finland,179,Jyväskylä,Jyväskylä,1
PONOT,20200721,44250,ÄÄNEKOIVISTO,ÄÄNEKOIVISTO,,,19970901,1,FI193,Keski-Suomi,Mellersta Finland,992,Äänekoski,Äänekoski,1
PONOT,20200721,48800,KOTKA,KOTKA,,,20060502,1,FI1C4,Kymenlaakso,Kymmenedalen,285,Kotka,Kotka,1
PONOT,20200721,54490,AHOMÄKI,AHOMÄKI,,,19860101,1,FI1C4,Kymenlaakso,Kymmenedalen,489,Miehikkälä,Miehikkälä,1
PONOT,20200721,98600,KURSU,KURSU,,,19970915,1,FI1D7,Lappi,Lappland,732,Salla,Salla,1
PONOT,20200721,99720,RIIPI,RIIPI,,,19961118,1,FI1D7,Lappi,Lappland,758,Sodankylä,Sodankylä,1
PONOT,20200721,00031,GE,GE,,,20050101,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,00680,HELSINKI,HELSINGFORS,HKI,HFORS,19860101,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,00781,HELSINKI,HELSINGFORS,,,19881101,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,02361,ESPOO,ESBO,,,19881101,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200721,27110,EURAJOKI,EURAJOKI,,,20070830,1,FI196,Satakunta,Satakunda,051,Eurajoki,Euraåminne,1
PONOT,20200721,31450,HÄNTÄLÄ,HÄNTÄLÄ,,,19920401,1,FI1C1,Varsinais-Suomi,Egentliga Finland,761,Somero,Somero,1
PONOT,20200721,44630,KUMPUMÄKI,KUMPUMÄKI,,,19860101,1,FI193,Keski-Suomi,Mellersta Finland,931,Viitasaari,Viitasaari,1
PONOT,20200721,88690,MAANSELKÄ,MAANSELKÄ,,,19870301,1,FI1D4,Kainuu,Kajanaland,765,Sotkamo,Sotkamo,1
PONOT,20200721,95675,MELTOSJÄRVI,MELTOSJÄRVI,,,19860101,1,FI1D7,Lappi,Lappland,976,Ylitornio,Övertorneå,1
PONOT,20200721,98950,SAIJA,SAIJA,,,19860101,1,FI1D7,Lappi,Lappland,732,Salla,Salla,1
PONOT,20200721,00101,HELSINKI,HELSINGFORS,,,19881101,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,22130,GOTTBY,GOTTBY,,,19900501,1,FI200,Ahvenanmaa,Åland,170,Jomala,Jomala,4
PONOT,20200721,27600,HINNERJOKI,HINNERJOKI,,,19860101,1,FI196,Satakunta,Satakunda,050,Eura,Eura,1
PONOT,20200721,35300,ORIVESI,ORIVESI,,,19881101,1,FI197,Pirkanmaa,Birkaland,562,Orivesi,Orivesi,1
PONOT,20200721,39110,SIMUNA,SIMUNA,,,19900101,1,FI197,Pirkanmaa,Birkaland,108,Hämeenkyrö,Tavastkyro,1
PONOT,20200721,54110,LAMPIKANGAS,LAMPIKANGAS,,,19881101,1,FI1C5,Etelä-Karjala,Södra Karelen,405,Lappeenranta,Villmanstrand,1
PONOT,20200721,59720,UUKUNIEMI,UUKUNIEMI,,,20031003,1,FI1C5,Etelä-Karjala,Södra Karelen,580,Parikkala,Parikkala,1
PONOT,20200721,62800,VIMPELI,VIMPELI,,,19970922,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,934,Vimpeli,Vimpeli,1
PONOT,20200721,63160,SALMI,SALMI,,,19860101,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,300,Kuortane,Kuortane,1
PONOT,20200721,72400,PIELAVESI,PIELAVESI,,,19881101,1,FI1D2,Pohjois-Savo,Norra Savolax,595,Pielavesi,Pielavesi,1
PONOT,20200721,00201,HELSINKI,HELSINGFORS,,,19881101,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,21100,NAANTALI,NAANTALI,NL,,19881101,1,FI1C1,Varsinais-Suomi,Egentliga Finland,529,Naantali,Nådendal,1
PONOT,20200721,21260,RAISIO,RAISIO,,,19850101,1,FI1C1,Varsinais-Suomi,Egentliga Finland,680,Raisio,Reso,1
PONOT,20200721,46230,VALKEALA,VALKEALA,,,20060101,1,FI1C4,Kymenlaakso,Kymmenedalen,286,Kouvola,Kouvola,1
PONOT,20200721,60511,HYLLYKALLIO,HYLLYKALLIO,,,19960920,2,FI194,Etelä-Pohjanmaa,Södra Österbotten,743,Seinäjoki,Seinäjoki,1
PONOT,20200721,63540,HERNESMAA,HERNESMAA,,,19900501,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,005,Alajärvi,Alajärvi,1
PONOT,20200721,78310,VARKAUS,VARKAUS,VRK,,19860101,1,FI1D2,Pohjois-Savo,Norra Savolax,915,Varkaus,Varkaus,1
PONOT,20200721,82600,TOHMAJÄRVI,TOHMAJÄRVI,TOHMAJRV,,19881101,1,FI1D3,Pohjois-Karjala,Norra Karelen,848,Tohmajärvi,Tohmajärvi,1
PONOT,20200721,82880,MANNERVAARA,MANNERVAARA,,,19860101,1,FI1D3,Pohjois-Karjala,Norra Karelen,167,Joensuu,Joensuu,1
PONOT,20200721,91310,ARKALA,ARKALA,,,19860101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,564,Oulu,Uleåborg,1
PONOT,20200721,04130,SIPOO,SIBBO,,,19881101,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,753,Sipoo,Sibbo,2
PONOT,20200721,13300,HÄMEENLINNA,HÄMEENLINNA,HML,,19961007,1,FI1C2,Kanta-Häme,Egentliga Tavastland,109,Hämeenlinna,Tavastehus,1
PONOT,20200721,18120,HEINOLA,HEINOLA,HLA,,19960422,1,FI1C3,Päijät-Häme,Päijänne-Tavastland,111,Heinola,Heinola,1
PONOT,20200721,21480,PRUNKILA,PRUNKILA,,,19890201,1,FI1C1,Varsinais-Suomi,Egentliga Finland,480,Marttila,Marttila,1
PONOT,20200721,25650,STRÖMMA,STRÖMMA,,,19861001,1,FI1C1,Varsinais-Suomi,Egentliga Finland,322,Kemiönsaari,Kimitoön,2
PONOT,20200721,38800,JÄMIJÄRVI,JÄMIJÄRVI,,,19881101,1,FI196,Satakunta,Satakunda,181,Jämijärvi,Jämijärvi,1
PONOT,20200721,41940,VESANKA,VESANKA,,,19860101,1,FI193,Keski-Suomi,Mellersta Finland,179,Jyväskylä,Jyväskylä,1
PONOT,20200721,46930,HURUKSELA,HURUKSELA,,,19860101,1,FI1C4,Kymenlaakso,Kymmenedalen,285,Kotka,Kotka,1
PONOT,20200721,51940,HÄRKÄLÄ,HÄRKÄLÄ,,,19860101,1,FI1D1,Etelä-Savo,Södra Savolax,178,Juva,Juva,1
PONOT,20200721,58410,HAAPAKALLIO,HAAPAKALLIO,,,19860101,1,FI1D1,Etelä-Savo,Södra Savolax,740,Savonlinna,Nyslott,1
PONOT,20200721,66810,KIMO,KIMO,,,19981009,1,FI195,Pohjanmaa,Österbotten,946,Vöyri,Vörå,2
PONOT,20200721,70940,JÄNNEVIRTA,JÄNNEVIRTA,,,19870501,1,FI1D2,Pohjois-Savo,Norra Savolax,749,Siilinjärvi,Siilinjärvi,1
PONOT,20200721,75531,NURMES,NURMES,,,19960112,2,FI1D3,Pohjois-Karjala,Norra Karelen,541,Nurmes,Nurmes,1
PONOT,20200721,79350,ITÄ-SOISALO,ITÄ-SOISALO,,,19860101,1,FI1D2,Pohjois-Savo,Norra Savolax,420,Leppävirta,Leppävirta,1
